 Subject           Activity                                 Measurement     Mean
      25           STANDING             FrequencyBodyAccelartionStdDevY -0.95418
      25           STANDING             FrequencyBodyAccelartionStdDevZ -0.96212
      25           STANDING           FrequencyBodyAccelartionJerkMeanX -0.98840
      25           STANDING           FrequencyBodyAccelartionJerkMeanY -0.97255
      25           STANDING           FrequencyBodyAccelartionJerkMeanZ -0.98483
      25           STANDING         FrequencyBodyAccelartionJerkStdDevX -0.98934
      25           STANDING         FrequencyBodyAccelartionJerkStdDevY -0.97403
      25           STANDING         FrequencyBodyAccelartionJerkStdDevZ -0.98790
      25           STANDING                FrequencyBodyGyroscopicMeanX -0.96808
      25           STANDING                FrequencyBodyGyroscopicMeanY -0.97840
      25           STANDING                FrequencyBodyGyroscopicMeanZ -0.97046
      25           STANDING              FrequencyBodyGyroscopicStdDevX -0.97266
      25           STANDING              FrequencyBodyGyroscopicStdDevY -0.97596
      25           STANDING              FrequencyBodyGyroscopicStdDevZ -0.97498
      25           STANDING       FrequencyBodyAccelartionMagnitudeMean -0.97236
      25           STANDING     FrequencyBodyAccelartionMagnitudeStdDev -0.97020
      25           STANDING   FrequencyBodyAccelartionJerkMagnitudeMean -0.98229
      25           STANDING FrequencyBodyAccelartionJerkMagnitudeStdDev -0.98208
      25           STANDING        FrequencyBodyGyroscopicMagnitudeMean -0.96897
      25           STANDING      FrequencyBodyGyroscopicMagnitudeStdDev -0.96109
      25           STANDING    FrequencyBodyGyroscopicJerkMagnitudeMean -0.98402
      25           STANDING  FrequencyBodyGyroscopicJerkMagnitudeStdDev -0.98310
      25             LAYING                    TimeBodyAccelartionMeanX  0.25079
      25             LAYING                    TimeBodyAccelartionMeanY -0.01889
      25             LAYING                    TimeBodyAccelartionMeanZ -0.10043
      25             LAYING                  TimeBodyAccelartionStdDevX -0.90912
      25             LAYING                  TimeBodyAccelartionStdDevY -0.69177
      25             LAYING                  TimeBodyAccelartionStdDevZ -0.71726
      25             LAYING                 TimeGravityAccelartionMeanX -0.46110
      25             LAYING                 TimeGravityAccelartionMeanY  0.62066
      25             LAYING                 TimeGravityAccelartionMeanZ  0.52635
      25             LAYING               TimeGravityAccelartionStdDevX -0.82955
      25             LAYING               TimeGravityAccelartionStdDevY -0.64358
      25             LAYING               TimeGravityAccelartionStdDevZ -0.61016
      25             LAYING                TimeBodyAccelartionJerkMeanX  0.08791
      25             LAYING                TimeBodyAccelartionJerkMeanY  0.02846
      25             LAYING                TimeBodyAccelartionJerkMeanZ -0.03072
      25             LAYING              TimeBodyAccelartionJerkStdDevX -0.97332
      25             LAYING              TimeBodyAccelartionJerkStdDevY -0.94569
      25             LAYING              TimeBodyAccelartionJerkStdDevZ -0.96784
      25             LAYING                     TimeBodyGyroscopicMeanX  0.00373
      25             LAYING                     TimeBodyGyroscopicMeanY -0.07164
      25             LAYING                     TimeBodyGyroscopicMeanZ  0.13972
      25             LAYING                   TimeBodyGyroscopicStdDevX -0.88977
      25             LAYING                   TimeBodyGyroscopicStdDevY -0.93663
      25             LAYING                   TimeBodyGyroscopicStdDevZ -0.91093
      25             LAYING                 TimeBodyGyroscopicJerkMeanX -0.10165
      25             LAYING                 TimeBodyGyroscopicJerkMeanY -0.04267
      25             LAYING                 TimeBodyGyroscopicJerkMeanZ -0.05969
      25             LAYING               TimeBodyGyroscopicJerkStdDevX -0.95738
      25             LAYING               TimeBodyGyroscopicJerkStdDevY -0.97156
      25             LAYING               TimeBodyGyroscopicJerkStdDevZ -0.97424
      25             LAYING            TimeBodyAccelartionMagnitudeMean -0.56048
      25             LAYING          TimeBodyAccelartionMagnitudeStdDev -0.64925
      25             LAYING         TimeGravityAccelartionMagnitudeMean -0.56048
      25             LAYING       TimeGravityAccelartionMagnitudeStdDev -0.64925
      25             LAYING        TimeBodyAccelartionJerkMagnitudeMean -0.96216
      25             LAYING      TimeBodyAccelartionJerkMagnitudeStdDev -0.96193
      25             LAYING             TimeBodyGyroscopicMagnitudeMean -0.80969
      25             LAYING           TimeBodyGyroscopicMagnitudeStdDev -0.85602
      25             LAYING         TimeBodyGyroscopicJerkMagnitudeMean -0.96978
      25             LAYING       TimeBodyGyroscopicJerkMagnitudeStdDev -0.96831
      25             LAYING               FrequencyBodyAccelartionMeanX -0.92915
      25             LAYING               FrequencyBodyAccelartionMeanY -0.78495
      25             LAYING               FrequencyBodyAccelartionMeanZ -0.81620
      25             LAYING             FrequencyBodyAccelartionStdDevX -0.90255
      25             LAYING             FrequencyBodyAccelartionStdDevY -0.67238
      25             LAYING             FrequencyBodyAccelartionStdDevZ -0.69410
      25             LAYING           FrequencyBodyAccelartionJerkMeanX -0.97286
      25             LAYING           FrequencyBodyAccelartionJerkMeanY -0.94680
      25             LAYING           FrequencyBodyAccelartionJerkMeanZ -0.96263
      25             LAYING         FrequencyBodyAccelartionJerkStdDevX -0.97642
      25             LAYING         FrequencyBodyAccelartionJerkStdDevY -0.94841
      25             LAYING         FrequencyBodyAccelartionJerkStdDevZ -0.97189
      25             LAYING                FrequencyBodyGyroscopicMeanX -0.89052
      25             LAYING                FrequencyBodyGyroscopicMeanY -0.94626
      25             LAYING                FrequencyBodyGyroscopicMeanZ -0.92454
      25             LAYING              FrequencyBodyGyroscopicStdDevX -0.89131
      25             LAYING              FrequencyBodyGyroscopicStdDevY -0.93229
      25             LAYING              FrequencyBodyGyroscopicStdDevZ -0.91547
      25             LAYING       FrequencyBodyAccelartionMagnitudeMean -0.77448
      25             LAYING     FrequencyBodyAccelartionMagnitudeStdDev -0.65135
      25             LAYING   FrequencyBodyAccelartionJerkMagnitudeMean -0.96008
      25             LAYING FrequencyBodyAccelartionJerkMagnitudeStdDev -0.96360
      25             LAYING        FrequencyBodyGyroscopicMagnitudeMean -0.91013
      25             LAYING      FrequencyBodyGyroscopicMagnitudeStdDev -0.85066
      25             LAYING    FrequencyBodyGyroscopicJerkMagnitudeMean -0.96825
      25             LAYING  FrequencyBodyGyroscopicJerkMagnitudeStdDev -0.97046
      26            WALKING                    TimeBodyAccelartionMeanX  0.27926
      26            WALKING                    TimeBodyAccelartionMeanY -0.01543
      26            WALKING                    TimeBodyAccelartionMeanZ -0.10893
      26            WALKING                  TimeBodyAccelartionStdDevX -0.34019
      26            WALKING                  TimeBodyAccelartionStdDevY -0.13635
      26            WALKING                  TimeBodyAccelartionStdDevZ -0.33349
      26            WALKING                 TimeGravityAccelartionMeanX  0.96065
      26            WALKING                 TimeGravityAccelartionMeanY -0.13392
      26            WALKING                 TimeGravityAccelartionMeanZ  0.10874
      26            WALKING               TimeGravityAccelartionStdDevX -0.98006
      26            WALKING               TimeGravityAccelartionStdDevY -0.96904
      26            WALKING               TimeGravityAccelartionStdDevZ -0.96623
      26            WALKING                TimeBodyAccelartionJerkMeanX  0.06523
      26            WALKING                TimeBodyAccelartionJerkMeanY  0.01967
      26            WALKING                TimeBodyAccelartionJerkMeanZ -0.00618
      26            WALKING              TimeBodyAccelartionJerkStdDevX -0.32845
      26            WALKING              TimeBodyAccelartionJerkStdDevY -0.26186
      26            WALKING              TimeBodyAccelartionJerkStdDevZ -0.39748
      26            WALKING                     TimeBodyGyroscopicMeanX -0.00334
      26            WALKING                     TimeBodyGyroscopicMeanY -0.08415
      26            WALKING                     TimeBodyGyroscopicMeanZ  0.08511
      26            WALKING                   TimeBodyGyroscopicStdDevX -0.49289
      26            WALKING                   TimeBodyGyroscopicStdDevY -0.57574
      26            WALKING                   TimeBodyGyroscopicStdDevZ -0.35455
      26            WALKING                 TimeBodyGyroscopicJerkMeanX -0.09941
      26            WALKING                 TimeBodyGyroscopicJerkMeanY -0.04565
      26            WALKING                 TimeBodyGyroscopicJerkMeanZ -0.04922
      26            WALKING               TimeBodyGyroscopicJerkStdDevX -0.41744
      26            WALKING               TimeBodyGyroscopicJerkStdDevY -0.58700
      26            WALKING               TimeBodyGyroscopicJerkStdDevZ -0.48554
      26            WALKING            TimeBodyAccelartionMagnitudeMean -0.22340
      26            WALKING          TimeBodyAccelartionMagnitudeStdDev -0.42185
      26            WALKING         TimeGravityAccelartionMagnitudeMean -0.22340
      26            WALKING       TimeGravityAccelartionMagnitudeStdDev -0.42185
      26            WALKING        TimeBodyAccelartionJerkMagnitudeMean -0.29076
      26            WALKING      TimeBodyAccelartionJerkMagnitudeStdDev -0.27935
      26            WALKING             TimeBodyGyroscopicMagnitudeMean -0.39209
      26            WALKING           TimeBodyGyroscopicMagnitudeStdDev -0.53833
      26            WALKING         TimeBodyGyroscopicJerkMagnitudeMean -0.51240
      26            WALKING       TimeBodyGyroscopicJerkMagnitudeStdDev -0.60347
      26            WALKING               FrequencyBodyAccelartionMeanX -0.32196
      26            WALKING               FrequencyBodyAccelartionMeanY -0.14670
      26            WALKING               FrequencyBodyAccelartionMeanZ -0.33954
      26            WALKING             FrequencyBodyAccelartionStdDevX -0.34800
      26            WALKING             FrequencyBodyAccelartionStdDevY -0.18573
      26            WALKING             FrequencyBodyAccelartionStdDevZ -0.38445
      26            WALKING           FrequencyBodyAccelartionJerkMeanX -0.36423
      26            WALKING           FrequencyBodyAccelartionJerkMeanY -0.29853
      26            WALKING           FrequencyBodyAccelartionJerkMeanZ -0.39867
      26            WALKING         FrequencyBodyAccelartionJerkStdDevX -0.35107
      26            WALKING         FrequencyBodyAccelartionJerkStdDevY -0.27195
      26            WALKING         FrequencyBodyAccelartionJerkStdDevZ -0.39653
      26            WALKING                FrequencyBodyGyroscopicMeanX -0.36811
      26            WALKING                FrequencyBodyGyroscopicMeanY -0.56183
      26            WALKING                FrequencyBodyGyroscopicMeanZ -0.31852
      26            WALKING              FrequencyBodyGyroscopicStdDevX -0.53300
      26            WALKING              FrequencyBodyGyroscopicStdDevY -0.58794
      26            WALKING              FrequencyBodyGyroscopicStdDevZ -0.42623
      26            WALKING       FrequencyBodyAccelartionMagnitudeMean -0.37984
      26            WALKING     FrequencyBodyAccelartionMagnitudeStdDev -0.53718
      26            WALKING   FrequencyBodyAccelartionJerkMagnitudeMean -0.29336
      26            WALKING FrequencyBodyAccelartionJerkMagnitudeStdDev -0.26895
      26            WALKING        FrequencyBodyGyroscopicMagnitudeMean -0.55193
      26            WALKING      FrequencyBodyGyroscopicMagnitudeStdDev -0.60947
      26            WALKING    FrequencyBodyGyroscopicJerkMagnitudeMean -0.61946
      26            WALKING  FrequencyBodyGyroscopicJerkMagnitudeStdDev -0.61293
      26   WALKING_UPSTAIRS                    TimeBodyAccelartionMeanX  0.27269
      26   WALKING_UPSTAIRS                    TimeBodyAccelartionMeanY -0.02816
      26   WALKING_UPSTAIRS                    TimeBodyAccelartionMeanZ -0.12194
      26   WALKING_UPSTAIRS                  TimeBodyAccelartionStdDevX -0.16901
      26   WALKING_UPSTAIRS                  TimeBodyAccelartionStdDevY -0.04917
      26   WALKING_UPSTAIRS                  TimeBodyAccelartionStdDevZ -0.40460
      26   WALKING_UPSTAIRS                 TimeGravityAccelartionMeanX  0.94210
      26   WALKING_UPSTAIRS                 TimeGravityAccelartionMeanY -0.24617
      26   WALKING_UPSTAIRS                 TimeGravityAccelartionMeanZ -0.00199
      26   WALKING_UPSTAIRS               TimeGravityAccelartionStdDevX -0.96201
      26   WALKING_UPSTAIRS               TimeGravityAccelartionStdDevY -0.93786
      26   WALKING_UPSTAIRS               TimeGravityAccelartionStdDevZ -0.92964
      26   WALKING_UPSTAIRS                TimeBodyAccelartionJerkMeanX  0.07556
      26   WALKING_UPSTAIRS                TimeBodyAccelartionJerkMeanY  0.00209
      26   WALKING_UPSTAIRS                TimeBodyAccelartionJerkMeanZ -0.01171
      26   WALKING_UPSTAIRS              TimeBodyAccelartionJerkStdDevX -0.29088
      26   WALKING_UPSTAIRS              TimeBodyAccelartionJerkStdDevY -0.39977
      26   WALKING_UPSTAIRS              TimeBodyAccelartionJerkStdDevZ -0.67800
      26   WALKING_UPSTAIRS                     TimeBodyGyroscopicMeanX -0.02480
      26   WALKING_UPSTAIRS                     TimeBodyGyroscopicMeanY -0.06576
      26   WALKING_UPSTAIRS                     TimeBodyGyroscopicMeanZ  0.07215
      26   WALKING_UPSTAIRS                   TimeBodyGyroscopicStdDevX -0.55027
      26   WALKING_UPSTAIRS                   TimeBodyGyroscopicStdDevY -0.60310
      26   WALKING_UPSTAIRS                   TimeBodyGyroscopicStdDevZ -0.30909
      26   WALKING_UPSTAIRS                 TimeBodyGyroscopicJerkMeanX -0.09756
      26   WALKING_UPSTAIRS                 TimeBodyGyroscopicJerkMeanY -0.03862
      26   WALKING_UPSTAIRS                 TimeBodyGyroscopicJerkMeanZ -0.05956
      26   WALKING_UPSTAIRS               TimeBodyGyroscopicJerkStdDevX -0.51583
      26   WALKING_UPSTAIRS               TimeBodyGyroscopicJerkStdDevY -0.72521
      26   WALKING_UPSTAIRS               TimeBodyGyroscopicJerkStdDevZ -0.55639
      26   WALKING_UPSTAIRS            TimeBodyAccelartionMagnitudeMean -0.14287
      26   WALKING_UPSTAIRS          TimeBodyAccelartionMagnitudeStdDev -0.15071
      26   WALKING_UPSTAIRS         TimeGravityAccelartionMagnitudeMean -0.14287
      26   WALKING_UPSTAIRS       TimeGravityAccelartionMagnitudeStdDev -0.15071
      26   WALKING_UPSTAIRS        TimeBodyAccelartionJerkMagnitudeMean -0.40446
      26   WALKING_UPSTAIRS      TimeBodyAccelartionJerkMagnitudeStdDev -0.33453
      26   WALKING_UPSTAIRS             TimeBodyGyroscopicMagnitudeMean -0.34443
      26   WALKING_UPSTAIRS           TimeBodyGyroscopicMagnitudeStdDev -0.51403
      26   WALKING_UPSTAIRS         TimeBodyGyroscopicJerkMagnitudeMean -0.64810
      26   WALKING_UPSTAIRS       TimeBodyGyroscopicJerkMagnitudeStdDev -0.66183
      26   WALKING_UPSTAIRS               FrequencyBodyAccelartionMeanX -0.24282
      26   WALKING_UPSTAIRS               FrequencyBodyAccelartionMeanY -0.18553
      26   WALKING_UPSTAIRS               FrequencyBodyAccelartionMeanZ -0.49950
      26   WALKING_UPSTAIRS             FrequencyBodyAccelartionStdDevX -0.14284
      26   WALKING_UPSTAIRS             FrequencyBodyAccelartionStdDevY -0.04395
      26   WALKING_UPSTAIRS             FrequencyBodyAccelartionStdDevZ -0.40090
      26   WALKING_UPSTAIRS           FrequencyBodyAccelartionJerkMeanX -0.30454
      26   WALKING_UPSTAIRS           FrequencyBodyAccelartionJerkMeanY -0.41934
      26   WALKING_UPSTAIRS           FrequencyBodyAccelartionJerkMeanZ -0.63974
      26   WALKING_UPSTAIRS         FrequencyBodyAccelartionJerkStdDevX -0.34208
      26   WALKING_UPSTAIRS         FrequencyBodyAccelartionJerkStdDevY -0.42006
      26   WALKING_UPSTAIRS         FrequencyBodyAccelartionJerkStdDevZ -0.71573
      26   WALKING_UPSTAIRS                FrequencyBodyGyroscopicMeanX -0.42769
      26   WALKING_UPSTAIRS                FrequencyBodyGyroscopicMeanY -0.61711
      26   WALKING_UPSTAIRS                FrequencyBodyGyroscopicMeanZ -0.34270
      26   WALKING_UPSTAIRS              FrequencyBodyGyroscopicStdDevX -0.59081
      26   WALKING_UPSTAIRS              FrequencyBodyGyroscopicStdDevY -0.59824
      26   WALKING_UPSTAIRS              FrequencyBodyGyroscopicStdDevZ -0.36205
      26   WALKING_UPSTAIRS       FrequencyBodyAccelartionMagnitudeMean -0.16757
      26   WALKING_UPSTAIRS     FrequencyBodyAccelartionMagnitudeStdDev -0.27423
      26   WALKING_UPSTAIRS   FrequencyBodyAccelartionJerkMagnitudeMean -0.29497
      26   WALKING_UPSTAIRS FrequencyBodyAccelartionJerkMagnitudeStdDev -0.39372
      26   WALKING_UPSTAIRS        FrequencyBodyGyroscopicMagnitudeMean -0.55608
      26   WALKING_UPSTAIRS      FrequencyBodyGyroscopicMagnitudeStdDev -0.56963
      26   WALKING_UPSTAIRS    FrequencyBodyGyroscopicJerkMagnitudeMean -0.67358
      26   WALKING_UPSTAIRS  FrequencyBodyGyroscopicJerkMagnitudeStdDev -0.66985
      26 WALKING_DOWNSTAIRS                    TimeBodyAccelartionMeanX  0.27928
      26 WALKING_DOWNSTAIRS                    TimeBodyAccelartionMeanY -0.01263
      26 WALKING_DOWNSTAIRS                    TimeBodyAccelartionMeanZ -0.10644
      26 WALKING_DOWNSTAIRS                  TimeBodyAccelartionStdDevX  0.17395
      26 WALKING_DOWNSTAIRS                  TimeBodyAccelartionStdDevY -0.01163
      26 WALKING_DOWNSTAIRS                  TimeBodyAccelartionStdDevZ -0.28481
      26 WALKING_DOWNSTAIRS                 TimeGravityAccelartionMeanX  0.94680
      26 WALKING_DOWNSTAIRS                 TimeGravityAccelartionMeanY -0.07990
      26 WALKING_DOWNSTAIRS                 TimeGravityAccelartionMeanZ  0.15391
      26 WALKING_DOWNSTAIRS               TimeGravityAccelartionStdDevX -0.96272
      26 WALKING_DOWNSTAIRS               TimeGravityAccelartionStdDevY -0.93543
      26 WALKING_DOWNSTAIRS               TimeGravityAccelartionStdDevZ -0.93308
      26 WALKING_DOWNSTAIRS                TimeBodyAccelartionJerkMeanX  0.11147
      26 WALKING_DOWNSTAIRS                TimeBodyAccelartionJerkMeanY -0.00713
      26 WALKING_DOWNSTAIRS                TimeBodyAccelartionJerkMeanZ -0.01189
      26 WALKING_DOWNSTAIRS              TimeBodyAccelartionJerkStdDevX -0.12811
      26 WALKING_DOWNSTAIRS              TimeBodyAccelartionJerkStdDevY -0.08640
      26 WALKING_DOWNSTAIRS              TimeBodyAccelartionJerkStdDevZ -0.37934
      26 WALKING_DOWNSTAIRS                     TimeBodyGyroscopicMeanX -0.01075
      26 WALKING_DOWNSTAIRS                     TimeBodyGyroscopicMeanY -0.10038
      26 WALKING_DOWNSTAIRS                     TimeBodyGyroscopicMeanZ  0.08222
      26 WALKING_DOWNSTAIRS                   TimeBodyGyroscopicStdDevX -0.33131
      26 WALKING_DOWNSTAIRS                   TimeBodyGyroscopicStdDevY -0.47341
      26 WALKING_DOWNSTAIRS                   TimeBodyGyroscopicStdDevZ -0.33205
      26 WALKING_DOWNSTAIRS                 TimeBodyGyroscopicJerkMeanX -0.09925
      26 WALKING_DOWNSTAIRS                 TimeBodyGyroscopicJerkMeanY -0.03727
      26 WALKING_DOWNSTAIRS                 TimeBodyGyroscopicJerkMeanZ -0.05106
      26 WALKING_DOWNSTAIRS               TimeBodyGyroscopicJerkStdDevX -0.17084
      26 WALKING_DOWNSTAIRS               TimeBodyGyroscopicJerkStdDevY -0.54720
      26 WALKING_DOWNSTAIRS               TimeBodyGyroscopicJerkStdDevZ -0.35895
      26 WALKING_DOWNSTAIRS            TimeBodyAccelartionMagnitudeMean  0.11438
      26 WALKING_DOWNSTAIRS          TimeBodyAccelartionMagnitudeStdDev  0.14700
      26 WALKING_DOWNSTAIRS         TimeGravityAccelartionMagnitudeMean  0.11438
      26 WALKING_DOWNSTAIRS       TimeGravityAccelartionMagnitudeStdDev  0.14700
      26 WALKING_DOWNSTAIRS        TimeBodyAccelartionJerkMagnitudeMean -0.14886
      26 WALKING_DOWNSTAIRS      TimeBodyAccelartionJerkMagnitudeStdDev -0.11130
      26 WALKING_DOWNSTAIRS             TimeBodyGyroscopicMagnitudeMean -0.23531
      26 WALKING_DOWNSTAIRS           TimeBodyGyroscopicMagnitudeStdDev -0.29616
      26 WALKING_DOWNSTAIRS         TimeBodyGyroscopicJerkMagnitudeMean -0.41878
      26 WALKING_DOWNSTAIRS       TimeBodyGyroscopicJerkMagnitudeStdDev -0.46314
      26 WALKING_DOWNSTAIRS               FrequencyBodyAccelartionMeanX  0.02280
      26 WALKING_DOWNSTAIRS               FrequencyBodyAccelartionMeanY -0.00624
      26 WALKING_DOWNSTAIRS               FrequencyBodyAccelartionMeanZ -0.27964
      26 WALKING_DOWNSTAIRS             FrequencyBodyAccelartionStdDevX  0.22678
      26 WALKING_DOWNSTAIRS             FrequencyBodyAccelartionStdDevY -0.07828
      26 WALKING_DOWNSTAIRS             FrequencyBodyAccelartionStdDevZ -0.34665
      26 WALKING_DOWNSTAIRS           FrequencyBodyAccelartionJerkMeanX -0.20137
      26 WALKING_DOWNSTAIRS           FrequencyBodyAccelartionJerkMeanY -0.16555
      26 WALKING_DOWNSTAIRS           FrequencyBodyAccelartionJerkMeanZ -0.36011
      26 WALKING_DOWNSTAIRS         FrequencyBodyAccelartionJerkStdDevX -0.13083
      26 WALKING_DOWNSTAIRS         FrequencyBodyAccelartionJerkStdDevY -0.06154
      26 WALKING_DOWNSTAIRS         FrequencyBodyAccelartionJerkStdDevZ -0.39670
      26 WALKING_DOWNSTAIRS                FrequencyBodyGyroscopicMeanX -0.12592
      26 WALKING_DOWNSTAIRS                FrequencyBodyGyroscopicMeanY -0.44313
      26 WALKING_DOWNSTAIRS                FrequencyBodyGyroscopicMeanZ -0.22139
      26 WALKING_DOWNSTAIRS              FrequencyBodyGyroscopicStdDevX -0.39820
      26 WALKING_DOWNSTAIRS              FrequencyBodyGyroscopicStdDevY -0.49751
      26 WALKING_DOWNSTAIRS              FrequencyBodyGyroscopicStdDevZ -0.43448
      26 WALKING_DOWNSTAIRS       FrequencyBodyAccelartionMagnitudeMean  0.07510
      26 WALKING_DOWNSTAIRS     FrequencyBodyAccelartionMagnitudeStdDev  0.00575
      26 WALKING_DOWNSTAIRS   FrequencyBodyAccelartionJerkMagnitudeMean -0.15317
      26 WALKING_DOWNSTAIRS FrequencyBodyAccelartionJerkMagnitudeStdDev -0.06794
      26 WALKING_DOWNSTAIRS        FrequencyBodyGyroscopicMagnitudeMean -0.33451
      26 WALKING_DOWNSTAIRS      FrequencyBodyGyroscopicMagnitudeStdDev -0.39299
      26 WALKING_DOWNSTAIRS    FrequencyBodyGyroscopicJerkMagnitudeMean -0.47220
      26 WALKING_DOWNSTAIRS  FrequencyBodyGyroscopicJerkMagnitudeStdDev -0.48950
      26            SITTING                    TimeBodyAccelartionMeanX  0.25824
      26            SITTING                    TimeBodyAccelartionMeanY -0.00713
      26            SITTING                    TimeBodyAccelartionMeanZ -0.09744
      26            SITTING                  TimeBodyAccelartionStdDevX -0.97977
      26            SITTING                  TimeBodyAccelartionStdDevY -0.94080
      26            SITTING                  TimeBodyAccelartionStdDevZ -0.95000
      26            SITTING                 TimeGravityAccelartionMeanX  0.78296
      26            SITTING                 TimeGravityAccelartionMeanY  0.22311
      26            SITTING                 TimeGravityAccelartionMeanZ  0.31439
      26            SITTING               TimeGravityAccelartionStdDevX -0.96508
      26            SITTING               TimeGravityAccelartionStdDevY -0.94929
      26            SITTING               TimeGravityAccelartionStdDevZ -0.94458
      26            SITTING                TimeBodyAccelartionJerkMeanX  0.07644
      26            SITTING                TimeBodyAccelartionJerkMeanY  0.00692
      26            SITTING                TimeBodyAccelartionJerkMeanZ -0.00780
      26            SITTING              TimeBodyAccelartionJerkStdDevX -0.99226
      26            SITTING              TimeBodyAccelartionJerkStdDevY -0.98622
      26            SITTING              TimeBodyAccelartionJerkStdDevZ -0.99001
      26            SITTING                     TimeBodyGyroscopicMeanX -0.03702
      26            SITTING                     TimeBodyGyroscopicMeanY -0.08406
      26            SITTING                     TimeBodyGyroscopicMeanZ  0.07111
      26            SITTING                   TimeBodyGyroscopicStdDevX -0.99103
      26            SITTING                   TimeBodyGyroscopicStdDevY -0.97344
      26            SITTING                   TimeBodyGyroscopicStdDevZ -0.96644
      26            SITTING                 TimeBodyGyroscopicJerkMeanX -0.09598
      26            SITTING                 TimeBodyGyroscopicJerkMeanY -0.04031
      26            SITTING                 TimeBodyGyroscopicJerkMeanZ -0.04876
      26            SITTING               TimeBodyGyroscopicJerkStdDevX -0.99588
      26            SITTING               TimeBodyGyroscopicJerkStdDevY -0.99314
      26            SITTING               TimeBodyGyroscopicJerkStdDevZ -0.99193
      26            SITTING            TimeBodyAccelartionMagnitudeMean -0.95308
      26            SITTING          TimeBodyAccelartionMagnitudeStdDev -0.93360
      26            SITTING         TimeGravityAccelartionMagnitudeMean -0.95308
      26            SITTING       TimeGravityAccelartionMagnitudeStdDev -0.93360
      26            SITTING        TimeBodyAccelartionJerkMagnitudeMean -0.99090
      26            SITTING      TimeBodyAccelartionJerkMagnitudeStdDev -0.98999
      26            SITTING             TimeBodyGyroscopicMagnitudeMean -0.95405
      26            SITTING           TimeBodyGyroscopicMagnitudeStdDev -0.96474
      26            SITTING         TimeBodyGyroscopicJerkMagnitudeMean -0.99447
      26            SITTING       TimeBodyGyroscopicJerkMagnitudeStdDev -0.99403
      26            SITTING               FrequencyBodyAccelartionMeanX -0.98258
      26            SITTING               FrequencyBodyAccelartionMeanY -0.95430
      26            SITTING               FrequencyBodyAccelartionMeanZ -0.96752
      26            SITTING             FrequencyBodyAccelartionStdDevX -0.97876
      26            SITTING             FrequencyBodyAccelartionStdDevY -0.93778
      26            SITTING             FrequencyBodyAccelartionStdDevZ -0.94478
      26            SITTING           FrequencyBodyAccelartionJerkMeanX -0.99203
      26            SITTING           FrequencyBodyAccelartionJerkMeanY -0.98586
      26            SITTING           FrequencyBodyAccelartionJerkMeanZ -0.98799
      26            SITTING         FrequencyBodyAccelartionJerkStdDevX -0.99330
      26            SITTING         FrequencyBodyAccelartionJerkStdDevY -0.98775
      26            SITTING         FrequencyBodyAccelartionJerkStdDevZ -0.99069
      26            SITTING                FrequencyBodyGyroscopicMeanX -0.99014
      26            SITTING                FrequencyBodyGyroscopicMeanY -0.98174
      26            SITTING                FrequencyBodyGyroscopicMeanZ -0.97042
      26            SITTING              FrequencyBodyGyroscopicStdDevX -0.99132
      26            SITTING              FrequencyBodyGyroscopicStdDevY -0.96949
      26            SITTING              FrequencyBodyGyroscopicStdDevZ -0.96827
      26            SITTING       FrequencyBodyAccelartionMagnitudeMean -0.95241
      26            SITTING     FrequencyBodyAccelartionMagnitudeStdDev -0.93459
      26            SITTING   FrequencyBodyAccelartionJerkMagnitudeMean -0.98948
      26            SITTING FrequencyBodyAccelartionJerkMagnitudeStdDev -0.98952
      26            SITTING        FrequencyBodyGyroscopicMagnitudeMean -0.97646
      26            SITTING      FrequencyBodyGyroscopicMagnitudeStdDev -0.96365
      26            SITTING    FrequencyBodyGyroscopicJerkMagnitudeMean -0.99399
      26            SITTING  FrequencyBodyGyroscopicJerkMagnitudeStdDev -0.99421
      26           STANDING                    TimeBodyAccelartionMeanX  0.28113
      26           STANDING                    TimeBodyAccelartionMeanY -0.01666
      26           STANDING                    TimeBodyAccelartionMeanZ -0.11024
      26           STANDING                  TimeBodyAccelartionStdDevX -0.99307
      26           STANDING                  TimeBodyAccelartionStdDevY -0.94947
      26           STANDING                  TimeBodyAccelartionStdDevZ -0.96299
      26           STANDING                 TimeGravityAccelartionMeanX  0.96546
      26           STANDING                 TimeGravityAccelartionMeanY -0.14032
      26           STANDING                 TimeGravityAccelartionMeanZ  0.08841
      26           STANDING               TimeGravityAccelartionStdDevX -0.99268
      26           STANDING               TimeGravityAccelartionStdDevY -0.96699
      26           STANDING               TimeGravityAccelartionStdDevZ -0.96423
      26           STANDING                TimeBodyAccelartionJerkMeanX  0.07536
      26           STANDING                TimeBodyAccelartionJerkMeanY  0.00817
      26           STANDING                TimeBodyAccelartionJerkMeanZ -0.00219
      26           STANDING              TimeBodyAccelartionJerkStdDevX -0.99050
      26           STANDING              TimeBodyAccelartionJerkStdDevY -0.97594
      26           STANDING              TimeBodyAccelartionJerkStdDevZ -0.98669
      26           STANDING                     TimeBodyGyroscopicMeanX -0.02453
      26           STANDING                     TimeBodyGyroscopicMeanY -0.07314
      26           STANDING                     TimeBodyGyroscopicMeanZ  0.07767
      26           STANDING                   TimeBodyGyroscopicStdDevX -0.97379
      26           STANDING                   TimeBodyGyroscopicStdDevY -0.98241
      26           STANDING                   TimeBodyGyroscopicStdDevZ -0.97489
      26           STANDING                 TimeBodyGyroscopicJerkMeanX -0.10036
